,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-14_LMH_PS_PMM_R1,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-19_LMH_PS_PMM_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
5527,5527,12.751,244.12871,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.61,Cornell_Pos_S-22_R,244.12871:5597081 245.13206:914445 246.13542:96881,,234.32782_@_11.985,3.368357446,3.748172685,4.114558809,4.562429507,3.569902405,3.171946917,3.623744251,3.039143469,2.396638557,2.914336668,3.66113487,3.341038211,3.243721567,3.252986675,3.782030295,3.729224538,3.833841202,3.32421576,3.604786254,3.696368198,2.746061315,4.171521572,2.706363126,3.604363464,3.294703827,3.328847121,3.753969325,3.136375591,3.880363682,3.594258611,3.053626943,3.619141436,3.294642865,3.368577443,3.161369259,3.71821023,3.633774849,3.756842373,3.571740465,3.620338045,-0.526153184,3.948379612,-0.389089415,0.013085397,0.202080736,0.191710619,388,0.000566887,-0.012518511,0
18008,18008,9.695,488.28738,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.14,Cornell_Pos_S-09_R,488.28738:534689 489.29073:0 490.29409:0,,482.02286_@_1.735,6.322529141,3.614912509,3.448566369,5.743959551,3.369038338,3.590948835,3.824922904,4.756753274,4.240677316,3.365204241,3.796562098,2.235392398,4.293725655,6.384557123,3.311669012,3.06845628,3.785044681,3.259247557,2.74572027,3.018109802,3.887404771,3.868662943,3.272840794,3.08110401,3.394303127,3.757117341,3.911879677,4.315731324,3.339928358,3.084861367,3.539329696,4.418299384,3.542817475,3.666419804,3.733526869,3.704477281,4.479594072,4.197530042,2.979680392,4.01862951,-1.081376114,4.782491892,-0.388794348,0.01316068,0.415697759,0.394365521,389,0.000568348,-0.012592332,0
1684,1684,14.652,148.07944,w/o MS2:L-Glutamine,[M+H]+,similar chromatogram in higher mz_1711; similar chromatogram in higher mz_4797,0.629,FALSE,4.686,148.08,C5H10N2O3,Alpha amino acids,ZDXPYRJPNDTMRX-VKHMYHEASA-N,NC(=O)CC[C@H](N)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.4,99.5,,,,9.43,Cornell_Pos_QC100_3_20240428192327,148.07944:2938617 149.08279:165182 150.08615:199152,,138.90703_@_1.647,5.645894874,3.943735101,4.114399829,5.469214664,3.570697887,4.256711643,4.265469869,6.139203478,4.285569537,4.71605451,2.91015206,4.280732903,3.436369455,5.516827127,3.173014174,3.137478912,3.541253365,3.19045928,3.798313915,2.315781739,4.599752868,3.477511185,3.12858485,3.121706439,4.078512077,3.510887947,2.742845306,3.421563277,2.700282918,2.92502605,3.061251362,3.222914465,3.552727129,3.559929108,3.384150835,2.966056859,4.641210046,3.715937544,3.725653807,4.615853116,-1.107576477,4.793311117,-0.388786037,0.013162806,0.425780306,0.403930665,390,0.000569809,-0.012592997,0
19391,19391,6.115,514.32275,Unknown,[M+H]+,,0.292,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.65,Cornell_Pos_S-09,514.32275:824250 515.3261:0 516.32946:0,,507.79272_@_1.734,5.093956411,3.878684077,4.176672266,4.525163379,3.744976285,2.647890148,3.816557949,5.748479499,4.828505371,3.706762586,2.919612367,3.38592536,3.477880879,5.019092936,3.827983553,3.348403724,3.810662952,3.661809091,3.539748101,3.486375317,2.905704432,3.761555278,3.874798124,3.069867923,3.609380215,3.719867939,3.557098347,3.409710586,3.653936876,3.414345176,3.598832105,3.588145694,3.552693853,3.022932726,2.973474644,3.734467706,3.647372972,3.706998779,3.777599153,3.080190249,-0.790017953,4.418619033,-0.388592646,0.013212353,0.303880859,0.288286695,391,0.00057127,-0.012641083,0
24077,24077,11.909,616.41949,Unknown,[M+NH4]+,ion correlated with 23370; ion correlated with 24155; adduct linked to 23370_[M+H]+,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,19.96,Cornell_Pos_S-25,616.41949:2848812 617.42284:0 618.4262:849540,,606.95935_@_1.974,5.392691389,3.48450878,3.754372231,5.973445643,2.933317523,3.603877718,4.180469266,4.201772082,3.605275396,3.478323303,3.635603749,3.02439237,5.202475295,4.831837445,3.554507613,3.738354626,3.879765476,3.689690846,3.325276312,3.484829841,3.100631227,4.166422202,2.679486771,2.720536503,3.459534269,3.057513479,2.635725618,3.603406514,4.16415418,3.416023616,3.666780717,3.300023979,3.651444478,3.500657994,3.38410277,3.579293223,3.139766081,3.610208379,6.020512778,4.08825866,-1.003636391,4.651254511,-0.388456043,0.013247446,0.38620921,0.366390227,392,0.000572731,-0.012674715,0
10752,10752,10.069,349.23712,"w/o MS2:NCGC00180485-03_C21H32O4_(5beta,8alpha,9beta,10alpha,13alpha)-18-Methoxy-18-oxokauran-17-oic acid",[M+NH4]+,ion correlated with 13876; ion correlated with 10073; ion correlated with 6927; ion correlated with 13891; ion correlated with 7701; adduct linked to 9790_[M+H]+,0.292,FALSE,,349.237,C21H32O4,Kaurane diterpenoids,YDAVVXOXSSFVPF-BBBHLOGDSA-N,COC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]34C[C@@H](CC[C@@H]23)[C@@H](C4)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,,,,,30.18,Cornell_Pos_S-03,349.23712:6722718 350.24047:1616391 351.24383:0,,342.44678_@_10.726,3.146036782,2.70586873,3.460802728,2.43282586,3.619958843,3.513822431,3.34795304,3.674760474,3.700806439,3.405968899,3.410816989,3.433888557,3.332009429,3.693542724,3.421912297,3.245742771,3.013343233,3.609143415,3.612424458,2.921014286,3.665887071,3.708419142,3.560686401,2.65593333,2.697955956,3.244098177,3.76072274,3.078258357,3.105147663,3.775488573,3.512652079,2.94217352,3.49533889,2.684331612,3.519127108,3.263163899,3.787263857,3.902437981,3.743586992,3.639229635,0.471922344,2.936383525,0.388306653,0.013285915,0.181682665,0.17235931,393,0.000574192,-0.012711723,0
33029,33029,19.619,925.82269,Unknown,[M+H]+,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.29,Cornell_Pos_S-35,925.82269:60701 926.82604:0 927.8294:0,,901.03082_@_2.099,6.069230341,4.502090877,5.153118998,6.011924268,4.756739998,3.371377233,3.726097326,5.615833515,4.171114655,3.753630392,3.501716364,4.181150331,5.454861477,4.967782149,4.092176184,4.433151091,4.107475923,3.423618205,4.816676147,5.221238205,5.098238749,4.464996345,3.734751953,5.2604655,4.741766407,2.637532185,5.0849915,5.83904363,5.763478897,4.163533153,3.650443926,4.258043642,4.377154001,4.632659333,4.589290139,4.044202599,4.290272451,4.704954879,4.780974563,4.266716393,-0.990253637,5.434091121,-0.388191003,0.01331576,0.381365783,0.361795349,394,0.000575653,-0.012740107,0
29050,29050,1.86,744.11292,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.68,Cornell_Pos_S-26,744.11292:854688 745.11627:0 746.11963:0,,735.79962_@_2.165,5.814733112,3.474975798,4.174663351,5.746091406,3.401592766,3.334159289,5.012153749,4.84946266,3.687705585,3.11415118,3.590587783,3.687284053,4.978076087,4.695251806,3.193290739,3.518183751,2.336540364,2.645611108,4.196486035,4.323835768,2.921799348,3.315974749,3.658846841,4.520642047,3.22584152,3.179981165,3.317125881,3.972670054,4.615836831,3.563158929,3.505488913,3.444261784,3.550419312,5.137564015,3.444709251,3.687053603,4.765584129,3.661339814,3.344993473,4.599147771,-1.02492669,4.802615916,-0.388091531,0.013341476,0.394838164,0.374576371,395,0.000577114,-0.012764362,0
15519,15519,7.327,440.19559,Unknown,[M+NH4]+,adduct linked to 14650_[M+H]+,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.36,Cornell_Pos_S-09,440.19559:1122364 441.19894:0 442.2023:0,,432.11737_@_2.061,3.404082198,2.505731613,4.146217615,4.56654385,4.286684112,4.210381525,5.657183632,4.457800419,6.286838185,5.607445129,5.960512815,6.030375527,4.254732724,4.740951724,3.428443832,4.341477134,4.64287078,4.203414611,5.051753877,5.030923783,5.829667017,4.241692193,4.595717792,5.405647738,4.516042123,4.553728698,4.210629614,4.677053098,4.371047556,4.301343703,4.357160203,5.8498262,6.201789089,4.870035591,3.357976968,4.393049847,4.590621114,4.118436554,3.159996179,5.94687735,1.114915304,3.655643819,0.388040297,0.013354738,0.429571737,0.407527533,396,0.000578575,-0.012776163,0
21040,21040,2.523,549.08301,Unknown,[M+H]+,ion correlated with 21760; ion correlated with 6506; ion correlated with 31029; ion correlated with 23518,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.94,Cornell_Pos_S-25,549.08301:628682 550.08636:0 551.08972:0,,540.09424_@_2.031,6.081368526,5.986671679,6.427549225,6.536303651,5.828756337,5.109487867,6.044144864,6.389435151,5.580576519,4.842383371,4.983956875,4.554794424,6.358645962,6.111879966,5.993733652,5.881865458,5.485143824,4.470221491,5.561322955,4.693426409,4.509191347,5.259967619,4.620958545,5.173602995,5.89585923,5.857683912,4.708671137,5.612402045,6.375678224,5.504935084,5.441786981,4.99856867,5.345178485,6.052214241,6.285950682,5.084271648,6.217142804,4.579961736,4.516434774,5.837060296,-0.819992838,6.25797327,-0.38797876,0.013370681,0.315998461,0.299782462,397,0.000580036,-0.012790645,0
28926,28926,12.147,740.56744,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.93,Cornell_Pos_S-06,740.56744:674326 741.57079:0 742.57415:0,,732.44464_@_12.42,6.09120598,3.848445433,3.93048862,5.626965223,3.877146294,5.75588384,3.242293067,3.253134603,3.805501188,3.836138598,4.643610776,3.872199428,5.689767916,2.712038539,3.495594014,3.244589877,3.398947596,3.636395591,3.627916532,2.550440272,3.549220731,3.614727757,4.164147745,3.476965918,3.662790162,3.503305283,3.740790506,3.422182498,5.333775365,3.622696861,3.647930507,4.040308226,3.831451836,4.758884106,3.964197622,2.880896005,4.945074896,3.644448224,3.433027046,3.836064408,-1.048873985,4.874276314,-0.387779699,0.013422366,0.404446029,0.383691192,398,0.000581497,-0.012840868,0
17490,17490,10.528,479.31921,Unknown,[M+H]+,,0.202,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,43.3,Cornell_Pos_S-25,479.31921:4901721 480.32256:764596 481.32592:0,,471.99371_@_2.17,6.371078068,6.04238376,5.878940397,6.254444925,5.701787504,4.226526796,4.977314014,6.156641656,5.465336524,5.380864326,5.034874697,5.361796505,6.138017073,5.923704967,5.743221395,5.744556085,4.688860005,4.267439934,5.889836063,5.74865431,5.181959136,5.441147534,4.925203764,6.195259788,5.652126974,5.271282274,5.483712858,6.103295821,6.265285609,5.513976189,4.890915439,4.994783866,5.424674458,5.639711744,5.393600106,5.619624554,5.728627141,5.734339442,4.09571726,4.905118792,-0.722550826,6.136711788,-0.387349535,0.013534633,0.278979887,0.26466356,399,0.000582958,-0.012951674,0
22117,22117,2.103,572.09399,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.65,Cornell_Pos_S-08_R,572.09399:1178629 573.09734:265413 574.1007:0,,564.42834_@_19.165,6.140269811,6.046518185,5.965158357,5.935975807,4.055123203,6.118818476,5.538570895,5.83287451,4.464318595,5.878225512,5.358888935,5.60265616,5.049364546,5.858783538,4.456297551,5.625556202,4.853049869,4.429111503,4.852468234,5.009825299,4.399527186,5.625736722,5.968957385,4.36750336,5.889863462,6.266859876,4.490177648,5.079168699,4.710218929,5.617136574,4.473734636,5.072663138,5.711687011,5.910777349,4.948005427,6.088898165,4.634059777,5.577803793,4.88834431,4.922834646,-0.810094676,6.02198054,-0.387201624,0.013573419,0.312921502,0.296863403,400,0.000584419,-0.012989,0
28961,28961,9.998,741.48138,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,38.45,Cornell_Pos_S-03_R,741.48138:1519203 742.48473:523490 743.48809:0,,733.27612_@_2.101,6.763195694,6.376916627,6.20873588,6.925518106,5.949111698,3.74786187,6.138837729,6.54742247,5.611394975,5.490879766,5.229491858,5.858649983,6.520878618,6.082204655,5.939145802,5.79199474,5.03518954,5.018817548,6.280200974,5.438389323,4.591195179,6.309763478,5.666591115,6.433353208,6.158515461,5.53718505,5.773885325,6.409724334,5.83967764,5.693817844,4.932216792,5.605480898,5.545793617,6.167431944,5.483058313,5.483762058,6.215189971,6.039057047,3.354374439,5.465313563,-0.918984387,6.568591577,-0.386654381,0.013717741,0.355574123,0.337327232,401,0.00058588,-0.013131861,0
33704,33704,2.027,985.16534,Unknown,[M+H]+,,0.225,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.13,Cornell_Pos_S-26,985.16534:1511707 986.16869:486909 987.17205:609982,,952.57587_@_19.757,5.679525018,5.013559298,4.964117213,5.27937028,5.911682602,5.743211875,5.447282278,5.876371105,5.501139934,5.642997014,5.400622345,5.347222187,5.596583321,5.593036811,5.370538232,5.573394501,5.179857347,5.528231702,5.775135133,5.704564882,5.701898214,5.359404625,5.707640068,5.323676317,5.241896579,5.532774388,5.730216639,5.439464062,5.686572734,5.464387815,5.879504299,5.362107971,5.347601716,5.432143801,5.281059733,5.101495014,5.515583928,5.697077132,5.36093795,5.569494187,0.291601727,5.234142952,0.38661647,0.013727788,0.112839766,0.107049201,402,0.000587341,-0.013140446,0
14507,14507,1.801,420.14569,Unknown,[M+H]+,,0.562,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,71.82,Cornell_Pos_S-34,420.14569:4174717 421.14904:1048732 422.1524:0,,413.06656_@_1.744,6.578595115,4.44153427,5.177068111,6.719512425,4.37027883,3.768823012,4.930729212,5.138081312,4.678028411,4.169624653,5.336997547,4.610454091,6.354687199,5.858302679,4.290568363,4.767921803,4.106190803,3.904969702,4.944561991,4.220456319,5.015275656,5.351440283,4.366749605,4.866306388,4.372797618,4.549105221,4.172382118,5.098094815,5.581555672,4.602034106,4.101597411,5.485052805,4.932426694,5.956074743,4.652380983,4.913830114,5.666401745,4.667803152,5.096627291,5.139716719,-0.894779451,5.72917748,-0.386488965,0.013761621,0.346382947,0.328607717,403,0.000588803,-0.013172819,0
4978,4978,13.296,230.19945,Unknown,[M+H]+,ion correlated with 27050,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.14,Cornell_Pos_S-03_R,230.19945:780127 231.2028:0 232.20616:0,,220.09637_@_6.762,5.063738515,4.481515059,4.49129604,4.758080471,4.051965494,4.478566515,4.368091234,4.261687146,4.639119663,4.399566799,4.29675384,4.236967925,4.84581221,4.377608617,4.472694595,4.139985032,4.406288757,4.535491769,4.396790881,4.153693344,3.842068791,4.764036684,4.285804182,4.027115343,4.633045836,4.571004176,4.369509441,4.348362367,4.196946779,4.65533868,4.386777278,4.807957815,4.531944955,4.306680117,4.639137641,4.188617293,4.469617958,4.301937074,4.272979059,4.436529904,-0.30708821,4.698657521,-0.386471039,0.013766383,0.118885072,0.112784282,404,0.000590264,-0.01317612,0
32536,32536,17.479,892.69495,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.19,Cornell_Pos_S-42,892.69495:763701 893.6983:381148 894.70166:111501,,865.7644_@_15.224,3.353966579,4.01356344,3.770490906,3.776300042,3.90708161,4.317875545,4.052642966,3.995974121,4.196937507,4.287359788,3.399876316,4.176359095,4.269648851,4.064004325,4.296845727,4.163575151,3.804114504,4.262992865,4.143108347,4.261197223,4.427763464,4.205922206,4.355848005,3.72315637,4.338198871,3.382517547,4.185372706,4.023967922,4.154232799,4.126334386,3.91619876,3.846381601,3.843759533,3.784321983,4.007769263,3.8887126,4.322976988,4.318565449,3.931301309,4.210442334,0.343456926,3.728580242,0.386403285,0.013784396,0.132992139,0.126167421,405,0.000591725,-0.013192671,0
7500,7500,5.302,287.20752,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,2.7,Cornell_Pos_S-50,287.20752:608089 288.21087:1347903 289.21423:196363,,279.19318_@_1.694,5.28044797,7.27693755,5.958252337,6.3951762,7.250396449,7.019109374,5.655126656,5.691743135,7.193867205,6.481984747,5.604045708,7.50659797,6.992993511,7.09818244,7.43223537,7.305864586,7.809125892,7.351971954,7.490446607,7.414935857,6.823186013,6.424181361,7.068798922,6.955244957,7.306522591,7.533900967,7.248637825,6.611995887,6.784810308,7.763363754,7.51959745,7.543821598,7.415595845,6.989942718,6.611774104,7.230514457,6.984543618,7.264273122,6.423707041,6.703594962,0.786369679,6.227703514,0.386321896,0.01380606,0.30457061,0.288941051,406,0.000593186,-0.013212874,0
21318,21318,15.454,555.49573,Unknown,[M+H]+,,0.494,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,34.58,Cornell_Pos_S-25,555.49573:2089036 556.49908:0 557.50244:0,,546.40137_@_17.815,5.59186965,5.686318979,5.550882989,5.659034496,5.882697323,5.563999372,5.747210024,5.93645292,5.500055597,5.72273714,5.652391,5.743723668,5.779201015,5.708135774,5.659399018,5.790181509,5.777583237,5.688036429,5.684912472,5.862971166,5.882578854,5.687028372,5.80228199,5.827881384,5.650031417,5.887865888,5.790909955,5.96731311,5.695917292,5.742743194,5.769165452,5.642586148,5.834217228,5.926847424,5.629011841,5.898140633,5.856523843,5.779972458,5.788695015,5.726285473,0.141464711,5.622026528,0.386158853,0.013849545,0.054818207,0.052005117,407,0.000594647,-0.013254898,0
25403,25403,11.802,651.50275,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.43,Cornell_Pos_Blank1,651.50275:149266 652.5061:0 653.50946:421907,,641.08539_@_1.957,6.291934079,4.6916139,5.050634657,5.986143708,4.774145232,4.176819341,4.817864115,5.610772678,4.698961178,4.932802477,4.218177913,5.238282941,5.281785324,4.834490399,4.638620289,3.813046141,3.329332859,3.433141934,4.775458805,4.135653078,4.963046851,5.031892699,4.003243937,5.214671979,4.32142261,4.584067364,5.081083715,5.748127658,5.642274316,4.535441673,4.060489476,4.734112979,3.928629622,5.310151963,4.972261523,5.02615491,4.060446107,4.956493493,4.891756885,4.959017348,-0.818022091,5.505081586,-0.386130148,0.013857213,0.317014904,0.300746744,408,0.000596108,-0.013261105,0
18783,18783,7.23,503.24887,"w/o MS2:4-[(E)-3-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",[M+H]+,,0.079,FALSE,,503.24869,C24H38O11,Fatty acyl glycosides of mono- and disaccharides,IDPRQTHSAHGSDW-BTOUMFIXSA-N,O=C1C=C(C)C(C=CC(OC2OC(CO)C(O)C(O)C2OC3OCC(O)(CO)C3O)C)C(C)(C)C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.8,,,,,11.73,Cornell_Pos_S-25,503.24887:3012678 504.25222:867745 505.25558:178300,,496.95715_@_1.887,5.530185479,3.393743388,4.135060253,6.412157111,2.669737617,2.808424241,3.522391697,5.134793163,4.662659361,3.105824537,3.208304714,3.712537053,5.58890941,5.124773477,4.292493595,3.841145463,3.048063327,3.696467081,3.584179359,3.272125488,3.7071222,3.775931327,3.149294517,2.32776077,3.281101442,3.497067972,2.267595561,3.81095045,2.547380143,3.826306928,3.598579243,3.414862006,3.797661808,4.253379132,3.523078538,3.639991522,3.331717404,3.300732035,6.007904962,3.810673648,-1.197177636,4.867786558,-0.386085381,0.013869178,0.464015426,0.440203684,409,0.000597569,-0.01327161,0
34170,34170,1.917,1040.27417,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,29.91,Cornell_Pos_S-14,1040.27417:1559904 1041.27752:615958 1042.28088:0,,993.96667_@_2.175,5.901581655,3.587235591,3.32727637,6.055403573,3.528880487,3.141371366,3.792742091,4.623464681,3.627943343,3.509820556,4.175990277,4.205410458,4.486450108,4.781406362,3.526215597,3.214648448,3.641831696,3.904061082,4.173047335,3.329956442,3.974245404,4.809766559,3.599210471,4.086075781,3.406704636,2.466808566,3.888723755,5.099353901,4.229140962,2.886803473,3.135883705,3.049325572,4.214248288,3.664864942,3.898175743,3.378384012,2.590570524,3.535968681,3.257832464,4.130794527,-0.968815344,4.717874297,-0.386012185,0.013888762,0.375587903,0.356313971,410,0.00059903,-0.013289732,0
30493,30493,9.568,787.41815,"w/o MS2:NCGC00385827-01!7-[[(1S,4aS,6S,8aR)-6-hydroxy-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]methoxy]chromen-2-one [IIN-based on: CCMSLIB00000848158]",[M+H]+,,0.292,FALSE,,787.41803,C24H30O4,Coumarins and derivatives,FCWYNTDTQPCVPG-UQWVPHONSA-N,CC1(C)[C@@H](O)CC[C@@]2(C)[C@@H](COC3=CC=C4C=CC(=O)OC4=C3)C(=C)CC[C@H]12,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,,,,,27.38,Cornell_Pos_S-36,787.41815:3579650 788.4215:2000314 789.42486:861251,,776.23413_@_17.198,3.600375521,4.973005068,4.082647382,3.562723054,4.121381061,4.946764788,5.052541635,5.177502402,5.064617229,4.419268013,5.071215538,5.068263572,4.867288147,4.985877335,5.642828924,4.763707088,4.26891735,5.045886233,4.803520421,3.522964412,4.371900846,4.152294196,4.824858413,3.748052457,3.736048439,5.088086508,5.746706342,4.619199195,5.788652038,4.49676084,5.563248017,5.227884763,4.825909004,5.57882498,4.170272943,5.077696454,4.899533307,4.78680973,5.031616335,4.785562363,0.760380614,4.054687756,0.385962149,0.013902162,0.294827356,0.279697789,411,0.000600491,-0.013301671,0
23968,23968,9.22,613.40521,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,194.09,Cornell_Pos_S-07,613.40521:14093369 614.40856:6832926 615.41192:3247947,,604.15723_@_2.063,5.666663884,4.489846684,4.519737812,5.617795006,4.518171085,3.58444115,4.649788673,3.915034029,4.236797706,4.927913455,5.083366143,4.554770968,5.659296794,4.641586897,4.448620085,4.540986912,4.119144052,3.944619083,4.621416358,4.409733005,4.757869402,4.626337075,4.594001488,4.33897626,4.409977684,4.405005973,4.741597645,4.870870326,4.463204973,4.343435266,4.496196997,4.255589289,4.652161068,4.643063601,4.292697654,5.15983711,4.702058436,4.537694818,4.037355853,4.757211516,-0.547376713,5.073510847,-0.385626746,0.013992271,0.21245485,0.201552368,412,0.000601952,-0.013390319,0
21621,21621,15.53,561.93402,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.68,Cornell_Pos_S-41_R,561.93402:780257 562.93737:0 563.94073:0,,553.99774_@_2.18,6.547094685,5.822683164,5.757217611,6.321402229,5.621225986,3.581062121,4.813186231,6.100746397,5.434239835,5.461493834,4.753810222,5.638482636,5.903367664,5.893752556,5.255588894,5.385447895,3.941450649,3.567837821,5.561189807,4.933614661,4.805324474,6.09275101,4.708191849,6.142734168,5.428802221,4.800305008,5.716296832,6.375563542,5.736531388,4.969188831,4.680049312,5.03307828,5.107498551,5.438269785,5.577462699,4.901287586,5.660621035,5.512726225,4.035952619,5.01807577,-0.901343634,6.112099423,-0.385518556,0.014021443,0.349956343,0.331997738,413,0.000603413,-0.01341803,0
8701,8701,11.956,310.40146,Unknown,[M+H]+,,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.07,Cornell_Pos_S-41_R,310.40146:260988 311.40481:0 312.40817:0,,303.17709_@_3.255,6.80211146,3.696350112,3.622593166,5.637934829,3.362017306,3.915531312,4.532293427,4.904156184,3.82804982,4.329537,4.684865131,3.895894546,5.042848134,4.561596329,3.828817358,2.820508134,3.639004833,4.218447343,3.693115189,3.66364705,3.415532518,4.113493384,3.704083619,3.931572803,3.00769556,3.653300834,3.815539124,3.59041106,4.293179956,4.11678428,3.061779865,4.510651964,3.189401671,4.529335616,3.806424355,3.76650637,5.605905796,3.717132255,2.862995402,4.328501538,-0.99695414,4.939747392,-0.385142653,0.014123199,0.387521854,0.367635511,414,0.000604874,-0.013518325,0
