,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-19_LMH_PS_PMM,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
41431,41431,18.149,769.19147,Unknown,[M-H]-,ion correlated with 40882,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.05,Cornell_Neg_Blank1_R2,769.19147:452451 770.19482:351161 771.19818:280273,,831.43732,3.530253118,5.117663167,3.475340624,4.129224582,3.88738231,3.474784422,3.055329564,3.507340079,3.671538587,3.854011748,2.826663037,3.912409326,2.819229992,3.771095645,3.295597149,3.192227312,3.352510629,3.560846985,3.684039897,2.353227379,3.4356927,3.68694153,3.161141483,2.805418017,3.780385871,3.322211808,3.458224429,3.746017186,3.262974589,3.664388777,2.841147031,3.593298189,3.811112059,3.618847741,3.747333734,3.780437032,2.424021082,2.742182454,3.692283827,-0.389343532,3.772164733,-0.318723275,0.047976145,0.190351777,0.169709236,1722,0.001771751,-0.046204394,0
30952,30952,9.807,532.69342,Unknown,[M-H]-,ion correlated with 21896,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1066.44,Cornell_Neg_S-04,532.69342:74896 533.69677:0 534.70013:0,,570.39362,3.395486864,3.813281302,3.458762018,3.539098621,3.772879475,3.423959066,2.530437533,3.397861147,3.864285723,3.836043888,3.58137421,3.74991783,3.604262901,3.763535982,3.445370229,3.85976457,3.314849632,3.289961775,4.329079196,3.637000123,3.381956261,3.701129343,3.700609555,3.597361524,3.519205531,3.644892391,3.89254447,3.045064593,3.869170173,3.297206315,3.640340357,4.538151455,4.047492507,3.727089153,3.576213811,3.832543631,3.791095314,3.234895811,3.703229639,0.26145305,3.416470753,0.318764345,0.04794578,0.127807222,0.113947274,1721,0.001770722,-0.046175058,0
37284,37284,8.99,673.3974,Unknown,[M-H]-,ion correlated with 31480; ion correlated with 20346; ion correlated with 26097; ion correlated with 40604; ion correlated with 43412; ion correlated with 30624; ion correlated with 38546; ion correlated with 25031; ion correlated with 24914; ion correlated with 43388; ion correlated with 42997; ion correlated with 36189; ion correlated with 38625; ion correlated with 37138; ion correlated with 28613; ion correlated with 32028; ion correlated with 32854; ion correlated with 36270; ion correlated with 38364; ion correlated with 23499; ion correlated with 37202; ion correlated with 42093; ion correlated with 35928; ion correlated with 39265; ion correlated with 20344; ion correlated with 44113; ion correlated with 34286; ion correlated with 28532; ion correlated with 29997; ion correlated with 37493,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.34,Cornell_Neg_S-15,673.3974:158554 674.40075:0 675.40411:0,,723.14612,3.315379015,4.995882733,3.855330785,3.734987645,3.535051922,3.627117807,2.996253187,3.669218402,3.182912411,3.609232098,2.960928285,3.294115932,2.798626199,3.140485393,2.896226191,3.549111143,3.498179528,3.592237129,3.154952544,3.653729334,3.426834841,3.367642961,3.891735866,3.320570036,3.741405319,2.853529464,3.528172251,4.074828168,3.640763231,3.467417164,3.846855168,3.384234456,3.860003643,3.511649251,3.206140331,3.166504899,3.72439441,2.965560067,3.012050741,-0.318700156,3.716152687,-0.318778945,0.047934989,0.15578363,0.138889803,1720,0.001769693,-0.046165296,0
13758,13758,1.955,280.07837,w/o MS2:Propetamphos,[M-H]-,similar chromatogram in higher mz_15654; similar chromatogram in higher mz_36943; found in higher mz's MsMs_37966,0.711,TRUE,17.71,280.07779,C10H20NO4PS,Fatty acid esters,BZNDWPRGXNILMS-VQHVLOKHSA-N,CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.3,98.8,,,,976.31,Cornell_Neg_S-34,280.07837:25510482 281.08172:3099785 282.08508:0,59.01397:1255686 64.88733:16944 76.13235:19209 89.02458:122843 100.04077:42950 101.02479:96798 110.17931:20094 116.07193:16584406 117.06722:21950 117.07565:292048 119.03541:103851 137.64934:19959 141.01726:1144784 168.02789:38886 198.07512:7545912,303.99796,5.564682631,5.574821269,5.120396229,5.438411012,5.000637944,4.575234044,3.987530562,5.333408982,4.676400934,5.148037828,5.042851043,5.028292613,4.247002995,3.526526359,4.767764194,4.57634135,5.198955218,5.432267603,4.487506529,4.55190723,5.265108042,4.37144655,4.91668288,4.098939649,4.710891294,3.468605201,4.888564177,4.622612893,4.599096702,4.228453713,5.315466523,4.662823915,4.442854764,4.254014255,5.115455735,5.129328904,5.268288892,3.954650702,4.56908116,-0.410963887,5.074390334,-0.318821281,0.04790371,0.200853315,0.179071944,1719,0.001768664,-0.046135046,0
16579,16579,10.002,321.17154,w/o MS2:Zeranol,[M-H]-,,0.556,TRUE,1.109,321.17029,C18H26O5,Macrolides and analogues,DWTTZBARDOXEAM-GXTWGEPZSA-N,O=C1OC(C)CCCC(O)CCCCCC=2C=C(O)C=C(O)C12,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,92.2,99.6,,,,30.33,Cornell_Neg_S-15,321.17154:3961519 322.17489:810601 323.17825:619183,57.03485:15634 59.01416:13441 75.91344:8744 81.03486:11258 85.02946:60357 94.06197:9616 97.02984:15167 106.04264:83684 107.05044:229581 107.05949:12341 107.96615:10078 108.01965:11845 111.08206:37916 113.09729:12387 123.08185:9876 124.05296:63354 125.06168:25516 133.06624:13268 133.10295:18940 135.04636:9313 135.0818:89013 143.08713:14308 147.08189:20839 149.09792:12650 161.0975:512755 163.0782:11749 163.11365:19290 179.10805:104373 187.11324:142327 189.09331:21668 190.10008:157036 197.04913:11123 204.11621:82447 205.05611:8326 205.08458:11663 205.12442:32694 223.15138:14341 224.64053:9356 234.09079:39144 241.16026:315614 241.19138:15109 242.05264:8674 259.17072:114907 277.18207:18089,347.21671,3.472729267,6.2468566,3.745429391,4.028776123,3.466235655,3.622627087,3.699681047,2.840879742,4.121288562,3.917039973,3.425728068,3.739514191,3.518309342,3.216655742,2.977993572,2.966686994,3.863100417,3.636381813,3.413607183,3.678392805,3.776476607,3.659950797,3.551161053,3.667716871,2.960221167,3.280068901,3.570094885,3.234187991,3.502452121,2.763406801,3.499485168,2.769820328,2.930372822,3.514561794,3.343103017,3.969853989,3.656477464,3.430086492,3.48068791,-0.437663643,3.890401864,-0.318870896,0.047867074,0.213865429,0.19067297,1718,0.001767635,-0.046099439,0
26276,26276,8.585,462.2171,Unknown,[M-H]-,,0.044,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.2,Cornell_Neg_S-13_R2,462.2171:255154 463.22045:265325 464.22381:37741,,492.24765,3.207595777,5.412417331,4.297976233,4.022482239,3.784661989,3.538337302,4.966442114,4.437885268,4.048123451,3.477371975,2.48925829,4.161653758,3.888300558,4.085146301,3.435085524,3.854646067,3.974140128,3.998305686,2.752429072,4.007185893,4.16284295,3.954105675,2.757859696,3.904546401,4.381604749,4.250483152,4.693476322,3.456570012,4.192908751,4.065156991,3.655371954,3.97203949,3.883949648,3.983214183,3.495670846,3.578335255,3.185810624,3.644503975,3.435193752,-0.439917003,4.208474782,-0.318895559,0.047848871,0.214948033,0.191638171,1717,0.001766606,-0.046082265,0
5302,5302,13.256,169.18939,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.4,Cornell_Neg_S-44,169.18939:71536 170.19274:0 171.1961:0,,176.70363,4.157362659,3.698759044,3.499307023,3.252895976,3.820265668,4.246146062,4.240817245,3.712315978,3.562715232,3.849989861,3.614127215,3.586487938,3.274499007,3.641882184,3.505002641,3.2984015,3.462078341,3.823244651,2.96983749,3.602127907,3.451187858,4.287498117,3.398128299,3.199457142,3.662318593,4.652390977,3.34365811,3.745986252,3.432130706,3.135368602,3.468855681,3.457845259,3.83247652,3.37414123,3.828436008,3.365382243,3.214452055,3.590794828,3.633868202,-0.271555621,3.828483707,-0.318932396,0.047821693,0.132667846,0.118280792,1716,0.001765577,-0.046056116,0
35489,35489,1.142,627.40961,Unknown,[M-H]-,,0.044,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.77,Cornell_Neg_S-06,627.40961:217676 628.41296:270194 629.41632:59199,81.89781:8794 108.88484:10167 191.64993:10620 201.60007:9973 249.03465:8822 385.80768:9356,680.39966,3.914223266,6.130963533,4.058859269,3.412819325,3.629242946,3.039614147,4.241171067,3.711683932,3.676818873,2.968045668,3.095654646,3.443232926,3.98439262,3.518285535,3.202083539,3.301414346,3.601290658,2.867469392,3.688938359,3.147721163,2.947895704,2.804422425,3.843471435,3.783104177,5.014313918,3.625754786,3.438388134,3.80585825,4.471899211,3.815869877,3.669514783,3.301702534,3.519292646,3.464524329,3.629849399,3.46216686,3.562209783,3.196739867,4.100727166,-0.470449508,4.017322186,-0.318992272,0.047777544,0.22978895,0.204869678,1715,0.001764549,-0.046012996,0
37796,37796,14.528,685.7149,Unknown,[M-H]-,ion correlated with 41075; ion correlated with 45418; ion correlated with 35275; ion correlated with 37406; ion correlated with 38837; ion correlated with 39035; ion correlated with 42016; ion correlated with 42200; ion correlated with 42973; ion correlated with 44317; ion correlated with 45939; ion correlated with 47417; ion correlated with 12479; ion correlated with 41881; ion correlated with 45827; ion correlated with 41941; ion correlated with 48330; ion correlated with 36751; ion correlated with 40339; ion correlated with 43058; ion correlated with 46455; ion correlated with 40573; ion correlated with 45148; ion correlated with 35019; ion correlated with 38327; ion correlated with 43608; ion correlated with 40149; ion correlated with 38042; ion correlated with 47053; ion correlated with 47641; ion correlated with 41510; ion correlated with 42613; ion correlated with 43391; ion correlated with 40283; ion correlated with 41007; ion correlated with 43366; ion correlated with 46089; ion correlated with 46530; ion correlated with 35107; ion correlated with 46768; ion correlated with 47745; ion correlated with 43689; similar chromatogram in higher mz_40633,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.08,Cornell_Neg_QC100_1,685.7149:33256 686.71825:0 687.72161:0,,734.17194,3.146460079,4.165706903,3.054733836,3.193445876,2.367622656,4.251029539,4.187135237,4.400144726,4.751408707,4.455561784,3.794294433,3.238164756,4.445837632,3.268120946,3.379841401,3.587090443,3.207275887,3.091457993,3.553730439,3.822961075,4.058691896,4.313129848,3.509823768,4.796197377,4.560199645,4.097023905,3.678282944,4.58667168,4.621591676,4.90025595,5.167029187,3.469076731,4.409375111,4.515926803,4.598670157,5.316552162,3.599530022,4.389998423,4.67067833,0.528552276,3.595784857,0.319006551,0.04776702,0.258156121,0.230160594,1714,0.00176352,-0.046003501,0
28299,28299,9.279,493.13492,"w/o MS2:NCGC00380503-01_C22H24O10_2-(beta-D-Glucopyranosyloxy)benzyl (2E)-3-(3,4-dihydroxyphenyl)acrylate",[M-H]-,,0.322,TRUE,,493.13501,C22H24O10,Phenolic glycosides,KMQUGCQVIDIVLT-CKNMYDPISA-N,OC[C@H]1O[C@@H](OC2=C(COC(=O)/C=C/C3=CC=C(O)C(=C3)O)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,41.1,Cornell_Neg_S-01,493.13507:915339 494.13842:293151 495.14178:0,63.73732:11228 73.41592:9293 84.57926:8951 88.69288:11759 112.54816:8390 116.92874:321852 131.89754:10519 142.92549:12524 169.38931:11331 348.44705:11413 358.12234:8600 395.09515:16120 407.61066:9395 431.11703:17684 475.12711:19343 493.13657:23089,524.17462,4.45565935,4.96208745,4.629040363,4.209579074,3.995142348,3.555421773,2.730171895,4.020945309,4.608958957,4.536223755,3.753065356,3.264112782,3.468661444,3.784744733,4.360100909,3.600928793,3.362344266,4.216378902,3.177050794,3.520589172,3.679282653,3.206384727,4.187851856,3.396418478,2.739978323,3.7685352,3.631100628,3.838074082,3.446566289,3.099468329,3.424254503,3.399965312,3.555879229,3.591091628,2.956415292,3.572603331,3.73662644,3.125372678,4.803559377,-0.430640196,4.069755945,-0.319034357,0.047746533,0.21031338,0.18750612,1713,0.001762491,-0.045984042,0
40203,40203,14.7,739.39447,Unknown,[M-H]-,ion correlated with 34623; ion correlated with 42750; ion correlated with 44628; ion correlated with 37099; ion correlated with 39009; ion correlated with 42266; ion correlated with 48077; ion correlated with 37393; ion correlated with 43928; ion correlated with 47493; ion correlated with 48180; ion correlated with 10236; ion correlated with 10383; ion correlated with 44233; ion correlated with 44436; ion correlated with 9941; ion correlated with 10080; ion correlated with 10543; ion correlated with 40399; ion correlated with 40975,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.12,Cornell_Neg_QC100_1,739.39447:31008 740.39782:0 741.40118:0,,793.28815,4.124524397,3.428149853,2.734610851,3.492206397,3.603959297,2.850764202,3.557627368,3.085802107,3.462073131,3.331595224,4.659992219,4.288065621,3.474309309,3.195699683,4.522248561,4.629963473,3.626187796,3.53630556,4.278239,3.570487078,3.800959701,4.893414965,4.222808709,4.105657391,4.428049216,3.557056877,3.875507456,4.068742293,3.283912261,3.403163749,3.247265945,3.756032546,3.210822571,3.019005754,3.548319161,3.01358462,3.341226683,3.614125551,3.870528489,0.409176718,3.359705559,0.319050525,0.047734624,0.199819906,0.178150602,1712,0.001761462,-0.045973162,0
28543,28543,9.227,496.90457,Unknown,[M-H]-,ion correlated with 1724; ion correlated with 8871; ion correlated with 12750; ion correlated with 12813; ion correlated with 16521; ion correlated with 30931; ion correlated with 2730; ion correlated with 2954; ion correlated with 3901; ion correlated with 6433; ion correlated with 8077; ion correlated with 11298; ion correlated with 13728; ion correlated with 17459; ion correlated with 30731; ion correlated with 35459; ion correlated with 41842; ion correlated with 40436; ion correlated with 6344; ion correlated with 6613; ion correlated with 7562; ion correlated with 9463; ion correlated with 10332; ion correlated with 13952; ion correlated with 26652; ion correlated with 27345; ion correlated with 2980; ion correlated with 5629; ion correlated with 11244; ion correlated with 16345; ion correlated with 38087; ion correlated with 3216; ion correlated with 4301; ion correlated with 4396; ion correlated with 8648; ion correlated with 16598; ion correlated with 26725; ion correlated with 34257; ion correlated with 46191; ion correlated with 22202; ion correlated with 43015; ion correlated with 3789; ion correlated with 7363; ion correlated with 9772; ion correlated with 12231; ion correlated with 12401; ion correlated with 15830; ion correlated with 16407; ion correlated with 19052; ion correlated with 31355; ion correlated with 42435; ion correlated with 44399; ion correlated with 11463; ion correlated with 37466; ion correlated with 1839; ion correlated with 4973; ion correlated with 5030; ion correlated with 6279; ion correlated with 7315; ion correlated with 7960; ion correlated with 21892; ion correlated with 9993; ion correlated with 11247; ion correlated with 27197; ion correlated with 29295; ion correlated with 35060; ion correlated with 35618; ion correlated with 48343; ion correlated with 37065; ion correlated with 20263; ion correlated with 5830; ion correlated with 6206; ion correlated with 10052; ion correlated with 10607; ion correlated with 19835; ion correlated with 43871; ion correlated with 35750; ion correlated with 6625; ion correlated with 11116; ion correlated with 8204; ion correlated with 9943; ion correlated with 16202; ion correlated with 4950; ion correlated with 111; ion correlated with 2656; ion correlated with 6878; ion correlated with 12402; ion correlated with 12860; ion correlated with 14313; ion correlated with 16621; ion correlated with 21082; ion correlated with 31187; ion correlated with 37432; ion correlated with 40772; ion correlated with 5897; ion correlated with 31526; ion correlated with 1383; ion correlated with 1489; ion correlated with 2881; ion correlated with 4485; ion correlated with 4788; ion correlated with 6268; ion correlated with 9659; ion correlated with 12621; ion correlated with 13609; ion correlated with 17407; ion correlated with 19491; ion correlated with 20335; ion correlated with 26234; ion correlated with 28348; ion correlated with 39826; ion correlated with 46047; ion correlated with 46086; ion correlated with 12732; ion correlated with 31479; ion correlated with 11561; ion correlated with 3474; ion correlated with 6485; ion correlated with 8197; ion correlated with 8385; ion correlated with 8863; ion correlated with 13220; ion correlated with 14295; ion correlated with 22021; ion correlated with 30423; ion correlated with 30727; ion correlated with 43534; ion correlated with 6771; ion correlated with 3054; ion correlated with 3841; ion correlated with 5143; ion correlated with 6999; ion correlated with 7279; ion correlated with 16866; ion correlated with 18204; ion correlated with 22601; ion correlated with 24375; ion correlated with 1954; ion correlated with 5985; ion correlated with 6555; ion correlated with 6762; ion correlated with 7409; ion correlated with 40683; ion correlated with 28675; ion correlated with 10608; ion correlated with 2908; ion correlated with 9450; ion correlated with 4235; ion correlated with 9291; ion correlated with 18497; ion correlated with 93; ion correlated with 3124; ion correlated with 5248; ion correlated with 5854; ion correlated with 8246; ion correlated with 8418; ion correlated with 15153; ion correlated with 21752; ion correlated with 30429; ion correlated with 44175; ion correlated with 46293; ion correlated with 2359; ion correlated with 26995; ion correlated with 9775; ion correlated with 4408; ion correlated with 4261; ion correlated with 25448; ion correlated with 3852; ion correlated with 42968; ion correlated with 18047; ion correlated with 3492; ion correlated with 5900; ion correlated with 12937; ion correlated with 17632; ion correlated with 18068; ion correlated with 18176; ion correlated with 18517; ion correlated with 32778; ion correlated with 48225; ion correlated with 35265; ion correlated with 38078; ion correlated with 6274; ion correlated with 14684; ion correlated with 44472; ion correlated with 15713; ion correlated with 3289; ion correlated with 3682; ion correlated with 3776; ion correlated with 10679; ion correlated with 13736; ion correlated with 14544; ion correlated with 14841; ion correlated with 16473; ion correlated with 16602; ion correlated with 19109; ion correlated with 30345; ion correlated with 31759; ion correlated with 34637; ion correlated with 35310; ion correlated with 35449; ion correlated with 35686; ion correlated with 47859; ion correlated with 8888; ion correlated with 11965; ion correlated with 796; ion correlated with 4501; ion correlated with 12105; ion correlated with 27463; ion correlated with 32206; ion correlated with 2936; ion correlated with 7304; ion correlated with 8260; ion correlated with 9365; ion correlated with 11095; ion correlated with 11156; ion correlated with 15146; ion correlated with 15820; ion correlated with 20691; ion correlated with 20910; ion correlated with 26153; ion correlated with 41891; ion correlated with 47118; ion correlated with 48089; ion correlated with 43414; ion correlated with 6286; ion correlated with 5634; ion correlated with 6997; ion correlated with 7276; ion correlated with 18214; ion correlated with 20950; ion correlated with 28267; ion correlated with 29350; ion correlated with 30897; ion correlated with 31440; ion correlated with 32035; ion correlated with 35359; ion correlated with 44857,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4530.91,Cornell_Neg_S-15,496.90457:226546 497.90792:0 498.91128:0,,527.34619,5.167015193,6.503173668,5.333345166,5.485378883,5.235979182,4.389524198,4.793569099,5.536627118,4.625507113,5.405595666,5.515621039,4.518016616,4.960390164,3.991534726,4.996160648,5.714622319,5.593836431,5.644845649,4.877606519,5.606464589,5.567704575,5.044154374,5.327476224,4.815655652,4.602507765,4.446329899,4.351209868,4.487195329,4.837479209,3.95189829,3.939087962,4.826850059,3.617032651,4.840316075,4.186802335,4.844160031,4.59247208,4.766065432,5.472875663,-0.467916081,5.305576564,-0.31916918,0.047647295,0.228410473,0.203640688,1711,0.001760433,-0.045886862,0
