,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_R1,0_Cornell_Pos_S-04_LMT_PS_PMM_R1,0_Cornell_Pos_S-08_LMT_PS_PMM_R1,0_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-21_LMT_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-28_LMT_PS_PMM_R1,0_Cornell_Pos_S-31_LMT_PS_PMM_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
21409,21409,8.164,557.40155,Unknown,[M+H]+,,0.404,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,53.12,Cornell_Pos_S-03,557.40155:3440040 558.4049:1177933 559.40826:161664,,549.06464_@_19.731,4.279309414,4.359610121,3.244756081,3.733623258,3.237969922,4.062588735,2.88607345,3.208727763,4.064461647,4.16560213,3.758350175,3.765007111,4.108178727,3.887449728,3.653208559,4.265162092,3.816751092,4.328413031,3.690908257,4.172133062,4.019786053,4.471018842,3.85064034,4.260012312,4.08452502,4.033100359,4.062546735,3.987719862,4.395802116,4.114934884,4.177580167,4.169014843,3.9302953,4.294680002,4.405789805,3.827647717,3.662272447,3.918151865,4.41219754,4.115569026,0.312839681,3.768693447,0.420356018,0.006920519,0.109544869,0.088317897,88,0.000128569,-0.00679195,0
1013,1013,15.469,130.08684,w/o MS2:L-beta-Homoproline,[M+H]+,,0.011,FALSE,,130.08678,C6H11NO2,Pyrrolidines,ADSALMJPJUKESW-YFKPBYRVSA-N,OC(=O)CC(C1)NCC1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,4.2,Cornell_Pos_QC100_4,130.08684:1416856 131.09019:292309 132.09355:167947,,119.5144_@_11.658,3.47803021,3.650556045,3.590243757,3.255453967,3.402015377,3.115100248,3.583628695,3.265115495,3.515468081,3.252280928,2.84876373,3.028899364,3.542701397,3.287710953,2.914773929,3.182552701,4.596335788,3.774923763,4.725873909,3.450453537,3.87021071,4.517122557,3.490522341,4.429604626,3.647230736,3.567796315,3.667944222,3.44465825,2.902627368,3.567017847,3.574658415,3.620145442,3.747309651,3.758609522,3.91060964,3.628475528,3.565852365,3.803205423,3.436514389,3.659934936,0.365808572,3.343997732,0.418949512,0.007130794,0.128614756,0.103692531,89,0.00013003,-0.007000764,0
30490,30490,7.951,787.36298,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.84,Cornell_Pos_S-09,787.36298:920231 788.36633:514400 789.36969:0,,776.20184_@_11.981,3.09348012,3.184599694,3.090043586,3.04798702,3.535350373,2.89446365,3.47632633,3.27617273,3.736779929,3.074998364,3.141833837,3.051327114,2.954823147,3.260852996,3.780995422,3.690647264,3.101339202,3.446970375,3.473743879,3.231995189,3.215511822,3.687445236,3.687894891,3.29267409,3.440726605,3.681804008,3.875741038,3.285822959,3.926953665,3.662168661,3.510428679,3.316699249,3.779341045,3.374656461,3.648962729,2.436385668,3.909294134,3.30408597,3.624441191,3.110790567,0.279313925,3.201359921,0.418273543,0.007233795,0.098396535,0.079329823,90,0.000131491,-0.007102304,0
23344,23344,2.169,599.20862,Unknown,[M+NH4]+,adduct linked to 22543_[M+H]+,0.146,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.67,Cornell_Pos_S-09,599.20862:581136 600.21197:0 601.21533:0,,591.41925_@_10.885,4.063173,5.987253322,5.386936324,6.200437451,5.092997321,5.286384607,5.98940931,4.510002807,6.047854808,5.796639152,5.122053992,6.158735293,4.911543678,5.398398934,5.217592906,4.671595834,5.273409645,6.252378447,4.922059719,4.227978394,5.396533609,3.354919016,4.523858752,4.773669484,4.03123009,4.271635359,3.81758873,3.406164568,3.685913692,5.019999941,3.723932772,3.794181981,4.77422033,6.28059396,4.681613331,5.913099892,4.368216819,6.236606838,3.811601267,5.033345755,-0.753439956,5.42513,-0.417973594,0.007279909,0.265652202,0.214175653,91,0.000132952,-0.007146957,0
22923,22923,17.978,590.39325,"w/o MS2:NCGC00386062-01!(3S,6R,12S)-6-benzyl-3-butan-2-yl-9-(6,7-dihydroxyoctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",[M+NH4]+,adduct linked to 22172_[M+H]+,0.045,FALSE,,590.39099,C31H48N4O6,Cyclic peptides,DXSMIOSVACQXTE-BDADPDBISA-N,CCC(C)[C@@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C(CCCCCC(O)C(C)O)NC(=O)[C@@H]3CCCCN3C1=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,76.7,,,,,33.18,Cornell_Pos_QC100_3,590.39325:685977 591.3966:354359 592.39996:73420,,582.18811_@_15.29,4.57772526,4.509996285,4.50111793,4.593246792,4.387377052,4.380649572,4.327831362,4.711696201,3.921289577,4.471591184,4.355520355,4.398533072,4.482814221,4.454825566,4.28852417,4.055156586,4.060143156,4.575076847,4.053160627,4.152635881,4.290642435,4.439550937,4.312127431,4.755012796,4.320287465,4.377283854,4.170798126,4.222305801,4.20808786,4.119356437,4.439815074,4.310016227,4.137824406,4.259555916,4.427723242,4.101457954,4.238958538,3.949916832,4.467578562,4.101418321,-0.171010325,4.433872459,-0.417814517,0.007304467,0.060323621,0.048634458,92,0.000134413,-0.007170055,0
12867,12867,1.594,391.05609,"w/o MS2:2',4',11-trioxaspiro[tricyclo[4.4.1.0?,?]undecane-2,3'-tricyclo[7.3.1.0?,??]tridecane]-1'(12'),3,5',7',8,9'(13'),10'-heptaene-5,7,10-triol",[M+H]+,ion correlated with 12983; ion correlated with 27715,0.494,FALSE,,391.05783,C20H16O6,Naphthalenes,SNMGCHVOXFNCCF-UHFFFAOYSA-N,OC1C=CC(O)C23OC13C(O)C=CC42OC5=CC=CC=6C=CC=C(O4)C56,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,85.4,,,,,27.34,Cornell_Pos_S-26_R,391.05609:709414 392.05944:266618 393.0628:817557,,383.28207_@_17.905,4.147077649,4.349704447,4.046945133,3.350380621,4.310702206,4.50431784,3.765545578,3.937475498,4.294523854,4.272293389,3.950857059,4.007481254,4.319007102,3.668698119,4.169827486,3.931113529,4.176397808,4.230533894,4.299236597,4.493537975,4.519123909,4.321613021,4.532833842,4.487361827,4.007880001,4.160232807,4.352671166,4.253258681,4.375306873,4.446867672,4.295600654,4.291788733,4.369228842,3.991853334,4.240234207,4.234747649,3.908534015,4.460046965,4.400694478,4.562253036,0.222880913,4.066072125,0.417661618,0.00732814,0.078655757,0.063414298,93,0.000135874,-0.007192266,0
30272,30272,13.41,780.4541,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.59,Cornell_Pos_S-47,780.4541:805613 781.45745:606282 782.46081:0,,769.55719_@_8.837,4.859597933,3.950718487,4.922739705,3.421729685,3.904408983,4.360475111,4.758807841,4.900956665,4.618809181,4.415364332,3.94498625,3.066091559,4.188559303,2.479355765,5.160806762,4.559180786,4.223532781,5.2163706,5.473196666,4.168385796,4.430284915,4.725330579,4.51859568,4.366388079,5.005772124,4.258538821,4.652200803,4.141538171,4.437375417,4.387305576,3.671848655,4.745628351,4.97176564,4.890866465,4.644371511,4.701447099,4.814537012,4.732812074,4.447401325,4.997526592,0.500534327,4.128042914,0.417457583,0.007359832,0.176745566,0.142496831,94,0.000137335,-0.007222497,0
25902,25902,15.218,664.42157,Unknown,[M+5H]5+,,0.337,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,152.28,Cornell_Pos_S-15_R,664.42157:3215658 665.42492:753486 666.42828:0,,654.1651_@_1.866,4.514705546,4.232315658,5.098862514,4.626516974,5.038422891,4.677146976,4.577388193,4.493043356,4.603312654,5.07647202,4.360676335,4.608746056,4.930382999,4.222273627,4.639303162,4.801328225,4.941014461,4.657447095,5.008279889,5.242922154,4.957891406,4.593057466,5.732599057,4.721198299,5.06971901,5.808439062,4.231716596,5.476308079,4.952784966,4.649706255,4.994182356,4.389864885,4.842353578,4.930024007,5.251974718,4.912463854,5.000268253,5.486753235,5.83711827,4.796429276,0.349959219,4.647161843,0.417116558,0.007413065,0.123697766,0.099728327,95,0.000138796,-0.00727427,0
31706,31706,2.018,843.3772,Unknown,[M+3H]3+,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,25.96,Cornell_Pos_S-29,843.3772:649922 844.38055:0 845.38391:250914,,823.25861_@_2.087,4.346044488,3.939599471,3.269568303,3.372555869,3.484826703,3.788058296,3.246610555,3.578417978,4.124240279,4.147428579,3.36512897,2.689656168,4.412225087,3.571823066,4.262053422,4.537014923,4.452809631,3.474332089,4.347056307,4.071445807,3.481412797,3.800448465,4.022405753,4.793892962,5.537066364,4.230495642,4.262694389,4.059191062,4.200836213,3.629333669,4.230975777,4.107009766,3.786512633,3.411264021,4.189063944,4.142123134,4.736782543,4.611588643,2.905009583,4.550727197,0.480573833,3.666870272,0.416743284,0.007471713,0.170049425,0.137098229,96,0.000140257,-0.007331456,0
7116,7116,10.078,279.17407,w/o MS2:Leucylphenylalanine,[M+H]+,,0.157,FALSE,3.64,279.17249,C15H22N2O3,Dipeptides,KFKWRHQBZQICHA-UHFFFAOYSA-N,O=C(O)C(NC(=O)C(N)CC(C)C)CC1=CC=CC=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,87.7,99.8,,,,55.96,Cornell_Pos_S-03,279.17407:23085042 280.17742:3718966 281.18078:0,,271.22559_@_18.035,5.338562332,5.278879502,5.262863054,5.352586012,5.447014313,5.185492116,5.385989553,5.246527691,5.18676294,5.271717969,5.359742533,5.212088494,5.200802575,5.261925676,5.258696877,5.334531656,5.488368372,5.312682396,5.496817762,5.482213054,5.286749575,5.137845799,5.36799749,5.337355987,5.427916757,5.467332703,5.397609913,5.256751974,5.326238666,5.278417826,5.448614237,5.383272965,5.571976782,5.438985331,5.225613173,5.533229837,5.630208586,5.567240524,5.511352839,5.195958015,0.105854076,5.285068197,0.415987273,0.007591718,0.037538471,0.030264482,97,0.000141718,-0.007450001,0
27701,27701,13.272,708.50311,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.82,Cornell_Pos_S-03,708.50311:874946 709.50646:0 710.50982:0,,699.4436_@_15.352,5.08935343,5.277411589,4.879158303,5.040810315,5.72151682,5.748575592,5.145569593,4.876658165,5.458918639,5.949722785,5.131112196,5.499064632,5.596542356,5.633454741,5.218230281,5.773639508,5.052731875,4.628737372,5.013329102,4.971126734,5.563860454,5.436852136,5.450533892,5.364499491,5.25451179,4.719987568,4.465014441,4.978005494,5.186547781,4.80434934,4.259891403,4.876330844,5.147083879,5.060559976,5.175467365,4.637473507,5.184475159,5.087012977,4.729225287,4.986350906,-0.321107138,5.360562082,-0.415564612,0.007659529,0.114012562,0.091919866,98,0.000143179,-0.00751635,0
6698,6698,9.455,271.16843,w/o MS2:pinostrobin,[M+H]+,ion correlated with 7113,0.056,FALSE,,271.16815,C16H14O4,7-O-methylated flavonoids,ORJDDOBAOGKRJV-CQSZACIVSA-N,O=C1C=2C(O)=CC(OC)=CC2OC(C=3C=CC=CC3)C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.6,,,,,31.37,Cornell_Pos_S-25,271.16843:17274272 272.17178:2181771 273.17514:22545254,,262.02682_@_1.854,5.813467918,4.804941123,6.177414073,6.097846146,5.839758271,5.528716374,5.996145968,5.598485282,6.247460307,5.870290154,4.903323637,6.283354081,5.469701799,6.144736692,5.994417104,6.256711662,6.036806893,6.360922235,6.055789923,6.194568245,5.371912852,6.249711955,6.173436218,5.901610067,6.227638247,6.353541137,6.051350311,6.126210308,6.257931627,6.193025971,6.229886481,6.003063858,6.068193222,5.887450839,6.073842676,6.457580816,5.659300199,5.956241097,6.866436112,5.666621533,0.333165206,5.769688702,0.414898607,0.007767439,0.118523397,0.095556617,99,0.00014464,-0.007622799,0
4294,4294,2.406,212.85216,Unknown,[M+H]+,,0.416,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,21.56,Cornell_Pos_S-17,212.85216:965596 213.85551:0 214.85887:192554,,202.47697_@_11.748,3.569887939,3.653754725,3.346119773,3.619411515,3.443524932,3.197930567,2.988755079,3.13554185,3.251843008,3.072674181,2.921254976,3.487292588,3.929505179,3.288160052,3.471087691,3.673767323,3.372699383,3.84680689,3.303050393,3.862325672,3.391003271,3.556747907,3.713731314,3.750334533,3.254625406,4.250796232,4.167270364,3.729907506,3.567724909,3.527161642,3.752089809,3.536591139,3.492194016,3.595964676,3.212834674,3.443857794,3.577200979,3.293352944,3.397600697,3.854001011,0.249393212,3.350404026,0.414764254,0.007789365,0.088756255,0.071557581,100,0.000146101,-0.007643264,0
13143,13143,12.996,395.23969,"w/o MS2:NCGC00168796-02_C22H36O7_Grayanotoxane-3,5,6,10,14,16-hexol, 14-acetate, (3beta,6beta,14R,16alpha)-",[M+H]+,,0.101,FALSE,,395.242,C22H36O7,Leucothol and grayanotoxane diterpenoids,NXCYBYJXCJWMRY-VGBBEZPXSA-N,CC(=O)O[C@@H]1[C@H]2CC[C@H]3[C@@](C)(O)[C@@H]4C[C@H](O)C(C)(C)[C@@]4(O)[C@H](O)C[C@@]13C[C@@]2(C)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,75.6,,,,,30.47,Cornell_Pos_S-03,395.23969:5584027 396.24304:1790290 397.2464:0,,389.0513_@_1.814,5.38623186,3.804888677,6.120433945,5.740608025,6.023653042,6.337828965,5.512117523,5.174862803,6.237212809,6.067323041,4.287480746,6.171649988,5.124350987,5.837507003,5.498092864,6.049813664,6.571954175,6.794034892,6.095966874,6.423071083,4.856850424,6.704917923,6.187403204,5.731308935,6.369057469,6.565142019,6.216779842,6.336300207,6.744082584,6.088734487,6.080550214,5.393439928,6.093109758,6.110433334,6.092980169,6.092212965,5.298789496,6.277892245,6.929219018,5.408366494,0.556777953,5.559010672,0.412738393,0.008126491,0.199325123,0.160701052,101,0.000147562,-0.007978929,0
7961,7961,1.688,297.00943,Unknown,[M+H]+,,0.348,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,47.55,Cornell_Pos_S-25,297.00943:2871586 298.01278:0 299.01614:0,,289.17929_@_1.927,5.919287915,5.826653839,4.90402269,4.757066,4.913614237,4.471928245,5.230717626,5.91133707,5.501939874,5.507714861,5.347435732,5.889378875,5.602613319,5.223150746,4.726691491,4.725444139,4.794652165,4.894250976,3.271023379,5.633180321,5.492162611,4.128918092,5.510753819,4.541906431,4.885251298,4.681589671,4.653919072,5.319749946,4.741047647,4.829783398,4.987480928,4.337872465,5.150084909,4.785558672,4.8579781,6.031362098,4.302149664,4.359222591,5.538013853,5.3318758,-0.491789718,5.357632931,-0.412578869,0.008153562,0.176141545,0.142009853,102,0.000149023,-0.008004539,0
2824,2824,13.75,176.02405,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.22,Cornell_Pos_S-08_R,176.02405:1065960 177.0274:62583 178.03076:0,,168.07724_@_11.488,5.226614669,5.598688351,5.46340045,5.843333484,5.569745524,5.642220365,5.549842804,5.138157653,5.261681179,5.629657108,5.380331577,5.621858835,5.778985333,5.669585305,4.706917542,5.278674301,5.425011636,5.226861363,5.239550507,5.367546475,5.428808432,5.282008973,5.286046247,5.030118754,5.545073651,5.116727413,5.287604161,5.322769775,5.504885791,5.28984074,5.602360174,5.260678464,5.737023334,5.423543969,5.471396456,5.305861868,5.336627585,5.699982641,5.376880196,5.050867463,-0.195811313,5.526721617,-0.412421281,0.00818038,0.070164926,0.056568772,103,0.000150484,-0.008029896,0
9842,9842,19.165,333.20584,"w/o MS2:5-[2-(furan-3-yl)ethyl]-8-hydroxy-5,6,8a-trimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid",[M+H]+,,0.011,FALSE,5.664,333.20569,C20H28O4,Colensane and clerodane diterpenoids,XWKYXEIGWQYOCY-UHFFFAOYSA-N,O=C(O)C1=CCCC2C1(C)C(O)CC(C)C2(C)CCC3=COC=C3,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,99.1,,,,13.83,Cornell_Pos_QC100_2,333.20584:708481 334.20919:423658 335.21255:84360,,325.849_@_11.371,3.693849747,3.062365566,3.904233515,3.682864971,3.899006013,3.199481991,3.814016032,3.577348732,3.480557953,3.400516824,3.253493193,3.972965085,3.73415706,3.932520995,3.596060293,3.22031943,3.627885435,2.814784851,3.451078764,3.659097897,2.919062697,2.917115938,3.541565094,3.799350246,3.394793841,2.957663782,3.30402631,3.676661911,2.960608642,2.838812612,3.281032152,3.379068124,3.601913286,2.771281087,3.738323802,3.01284509,3.48657105,3.759787439,3.554835987,2.830296342,-0.30347261,3.614812691,-0.412109843,0.008233603,0.108842134,0.087751334,104,0.000151945,-0.008081659,0
19457,19457,8.982,515.39008,Unknown,[M+H]+,similar chromatogram in higher mz_30335,0.258,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.47,Cornell_Pos_S-25,515.39008:8179988 516.39343:3148290 517.39679:377389,,509.12164_@_1.92,4.595797415,5.284084195,4.596277673,4.602917218,4.775221135,4.506300887,4.57291911,4.422132294,4.774850789,4.635120153,4.547607465,4.522135672,4.946221561,4.599434855,6.208216563,5.720418611,6.602659946,5.973287797,4.76226783,4.381889839,5.207898598,4.916089442,5.192518357,5.515882937,6.813750275,4.525074739,5.499492444,4.500934396,5.035449807,5.060395348,4.469793494,4.471867214,5.148328288,4.669853155,4.648554148,4.502032942,5.979445327,5.728601168,4.900930138,4.769611612,0.530128821,4.670072887,0.411979971,0.008255886,0.190205838,0.153348849,105,0.000153406,-0.00810248,0
8556,8556,10.211,307.22617,w/o MS2:h_61_17_epioxandrolone,[M+NH4]+,adduct linked to 7660_[M+H]+,0.236,FALSE,,307.22699,C19H30O3,Steroid lactones,QSLJIVKCVHQPLV-ZXOYHYBESA-N,O=C1OC[C@@]2(C)C(CCC3C2CC[C@@]4(C)C3CC[C@@]4(C)O)C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96.5,,,,,11.94,Cornell_Pos_S-03,307.22617:1226238 308.22952:0 309.23288:0,,300.23792_@_10.733,3.59785902,3.712136745,4.417597192,4.366671888,3.224642438,3.343586813,3.322039532,3.729275948,3.688291274,3.522062233,3.726108306,3.865075901,2.755607252,4.603958697,3.412657474,3.628069871,3.73676214,3.400424759,3.062177011,3.330860304,3.566657528,3.569430085,3.346435555,3.346678889,2.797025455,3.541347517,3.643334517,2.781742117,3.45238084,3.794980882,3.485030926,3.665385817,2.735508607,3.306525998,2.592924217,3.053778903,3.234987532,3.602532247,3.613435784,3.126620785,-0.365824186,3.705350946,-0.411958343,0.008259601,0.131262993,0.105827608,106,0.000154867,-0.008104735,0
25479,25479,1.952,653.14331,Unknown,[M+2H]2+,,0.371,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,31.33,Cornell_Pos_S-43_R,653.14331:1070943 654.14666:660372 655.15002:0,,643.08557_@_2.013,4.738767697,3.331254091,4.219735735,4.255382677,4.686964051,4.504945407,3.706788784,2.813582462,3.624902939,4.647935846,4.033337599,3.301000089,5.213142757,4.309660588,4.818601348,4.690177832,4.79034482,4.675189456,4.698874271,3.791491943,4.014449612,5.055396165,4.481487422,4.659675393,4.955052431,5.517990991,4.711271581,3.528918599,5.869043361,4.966882982,4.444103216,3.983556283,4.515139747,4.738236365,4.132797459,4.521794721,5.002831189,4.259816209,4.371662996,4.930375985,0.521098502,4.099100051,0.411899505,0.008269717,0.187009824,0.15077214,107,0.000156328,-0.00811339,0
31252,31252,1.833,819.07751,Unknown,[M+H]+,,0.281,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,33.3,Cornell_Pos_S-26,819.07751:1674263 820.08086:0 821.08422:0,,802.16907_@_14.647,5.367580322,5.147518721,5.430938377,5.480664545,5.082332124,5.847579884,5.297696126,5.010647056,5.173242201,5.2103138,5.121739145,4.946089088,5.280746778,5.410107533,4.726161073,5.209106775,5.281764877,5.022014467,4.250817571,5.045925625,5.253447233,5.123198024,5.195310201,5.202872276,5.078942553,4.369493229,5.139347763,5.44537546,5.049417117,5.287673816,5.067566743,4.989692243,5.120237198,5.122105112,5.138132323,4.794110381,4.80508312,5.04426234,5.29589501,4.771974944,-0.240022263,5.27194255,-0.411809084,0.008285284,0.086161043,0.069465253,108,0.000157789,-0.008127495,0
23579,23579,1.951,604.00793,Unknown,[M+5H]5+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,53.45,Cornell_Pos_S-05,604.00793:820758 605.01128:336652 606.01464:313762,,596.28674_@_11.916,3.032838865,3.347862206,3.320103483,3.703872378,3.009517576,3.791427538,3.246200734,3.481928328,3.308417981,4.117064552,3.226168617,3.673447886,3.328265929,3.787477158,3.911207136,4.965202131,4.711589713,3.72350004,4.763645597,3.38646311,3.235260304,3.721898885,4.09420625,3.597394545,3.67116845,3.799236768,4.196130638,3.927395676,3.338838362,4.126088599,3.770139945,4.315806474,4.957335849,4.132827277,3.179488729,4.195729375,3.044574756,3.8663483,3.785074703,2.975838301,0.444379216,3.455328088,0.41111727,0.008405218,0.15984247,0.128869119,109,0.00015925,-0.008245969,0
9290,9290,2.265,322.091,"w/o MS2:NCGC00178041-02!(2R,3R)-3,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2,3-dihydrochromen-4-one",[M+H]+,,0.27,FALSE,,322.09201,C15H12O7,Flavanonols,VSJCDPYIMBSOKN-LSDHHAIUSA-N,O[C@@H]1[C@H](OC2=C(C=CC(O)=C2)C1=O)C3=CC(O)=C(O)C(O)=C3,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.9,,,,,66.66,Cornell_Pos_S-48,322.091:6016246 323.09435:710962 324.09771:452787,,315.19528_@_11.747,6.260152511,6.743751029,7.702610647,7.693374653,7.280271983,7.01311074,7.241864039,7.391669088,7.432902164,6.232640494,6.665994021,7.330068121,7.692771576,7.877071185,7.04319347,8.042043869,7.188811403,6.700933373,7.065151389,6.073176476,6.200755292,6.202067548,6.457463288,7.116154382,6.174925253,5.910499069,6.078153151,6.106902495,6.172603692,7.449311047,7.127795624,5.954708029,7.476409627,6.486512636,5.978921759,6.531731545,7.480513951,6.814086777,6.140187629,7.059742509,-0.527626331,7.182732304,-0.410579263,0.008499515,0.19008555,0.15325187,110,0.000160711,-0.008338805,0
18965,18965,10.836,506.79251,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.28,Cornell_Pos_Blank1,506.79251:93508 507.79586:0 508.79922:0,,500.13004_@_1.923,4.678903042,4.323305244,6.052105076,5.755015987,5.629300037,5.41575678,4.706860929,4.370863491,4.358606549,4.451533483,4.442637539,4.434281848,5.18393483,5.950418801,5.378064131,6.179413072,6.089868359,5.963426695,5.941710382,4.536906865,4.530764647,4.491139666,5.453074898,5.83235824,6.132987659,4.788982295,5.169403571,6.197686062,5.656737355,5.972989337,5.511704367,5.358012277,5.645855088,5.820611038,6.17504089,5.819021114,5.593058894,4.690685286,4.857522549,6.059858398,0.550177883,4.982394545,0.410263748,0.008555237,0.198393423,0.159949891,111,0.000162172,-0.008393065,0
4474,4474,13.017,217.05,w/o MS2:Methoxsalen (Oxsoralen),[M+H]+,,0.09,FALSE,,217.05,C12H8O4,8-methoxypsoralens,QXKHYNVANLEOEG-UHFFFAOYSA-N,C1C(OC2=C(C=1)C=C3C(=C2OC)OC=C3)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,3.68,Cornell_Pos_S-31,217.05:732173 218.05335:0 219.05671:0,,206.90109_@_10.78,3.33249218,2.910429182,3.560989149,2.38621505,2.970117201,3.173827638,3.416861085,2.97894634,3.31956089,3.238211359,3.341019357,3.187729515,3.381184891,3.66071424,3.707434097,3.436876408,3.347139278,4.225922122,3.561403988,3.483215355,3.701580302,3.149550745,3.203522624,3.897084269,3.476069277,3.892862555,2.756526989,3.11933809,3.724306131,4.042186092,3.724260992,3.381273897,3.774491667,2.5928433,3.607187675,3.4874161,3.989070148,3.726755208,3.376321369,3.405599905,0.326229643,3.204164148,0.409872757,0.008624723,0.117772898,0.094951546,112,0.000163633,-0.00846109,0
8080,8080,1.884,299.09665,Unknown,[M+H]+,,0.157,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,38.56,Cornell_Pos_S-05_R,299.09665:5434329 300.1:0 301.10336:65388244,,291.1947_@_7.958,5.090432917,5.958502669,5.827826365,5.459390072,5.829127967,5.624626874,5.273865712,5.332680834,5.284139213,5.311876437,5.514432311,5.205505681,5.794887865,6.14353748,4.746629107,5.865587465,5.45726272,5.302870484,5.608392881,5.394660148,5.235606249,4.570269493,5.39879624,5.904486902,5.317069718,4.574166415,5.149370691,5.282657821,4.995228961,5.62033772,5.064586993,4.903067486,5.116215535,5.616789839,4.996749891,5.111296905,5.429071972,5.438166515,4.905703918,5.151536703,-0.309696537,5.546488028,-0.409727365,0.008650685,0.111851927,0.090177906,113,0.000165094,-0.008485591,0
